Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-14,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-18,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-19,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-20,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-21,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-24,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-25,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-26,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-27,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-28,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-01-31,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-01,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-02,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-03,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-04,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-07,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-08,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-09,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-10,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-11,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-14,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-15,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-16,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-17,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-18,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-22,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-23,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-24,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-25,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-02-28,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-01,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-02,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-03,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-04,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-07,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-08,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-09,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-10,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-11,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-14,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-15,0.012649999931454659,0.012649999931454659,0.012649999931454659,0.012649999931454659,0,0.0,0.0
2022-03-16,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,20000,0.0,0.0
2022-03-17,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-18,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-21,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-22,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-23,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-24,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-25,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-28,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-29,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-30,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-03-31,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-01,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-04,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-05,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-06,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-07,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-08,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-11,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-12,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-13,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-14,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-18,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-19,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-20,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-21,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-22,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-25,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-26,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-27,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-28,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-04-29,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-02,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-03,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-04,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-05,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-06,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-09,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-10,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-11,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-12,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-13,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-16,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-17,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-18,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-19,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-20,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-23,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-24,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-25,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-26,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-27,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-05-31,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-01,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-02,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-03,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-06,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-07,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-08,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-09,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-10,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-13,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-14,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-15,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-16,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-17,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-21,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-22,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-23,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-24,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-27,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-28,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-29,0.004999999888241291,0.004999999888241291,0.004999999888241291,0.004999999888241291,0,0.0,0.0
2022-06-30,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,500,0.0,0.0
2022-07-01,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-05,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-06,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-07,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-08,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-11,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-12,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-13,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-14,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-15,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-18,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-19,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-20,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-21,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-22,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-25,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-26,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-27,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-28,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-07-29,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-08-01,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-08-02,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0.0003000000142492354,0,0.0,0.0
2022-08-03,0.019899999722838402,0.019899999722838402,0.019899999722838402,0.019899999722838402,16829,0.0,0.0
2022-08-04,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,33171,0.0,0.0
2022-08-05,0.029999999329447746,0.029999999329447746,0.019999999552965164,0.019999999552965164,53529,0.0,0.0
2022-08-08,0.028999999165534973,0.06199999898672104,0.005100000184029341,0.005100000184029341,48161,0.0,0.0
2022-08-09,0.005100000184029341,0.005100000184029341,0.005100000184029341,0.005100000184029341,0,0.0,0.0
2022-08-10,0.048900000751018524,0.061000000685453415,0.03999999910593033,0.05999999865889549,86453,0.0,0.0
2022-08-11,0.05000000074505806,0.10999999940395355,0.05000000074505806,0.10499999672174454,10444,0.0,0.0
2022-08-12,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,0,0.0,0.0
2022-08-15,0.03500000014901161,0.0949999988079071,0.03500000014901161,0.0949999988079071,1627,0.0,0.0
2022-08-16,0.0949999988079071,0.0949999988079071,0.0949999988079071,0.0949999988079071,0,0.0,0.0
2022-08-17,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,1000,0.0,0.0
2022-08-18,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,2500,0.0,0.0
2022-08-19,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,0,0.0,0.0
2022-08-22,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,0,0.0,0.0
2022-08-23,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,20000,0.0,0.0
2022-08-24,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,19620,0.0,0.0
2022-08-25,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0,0.0,0.0
2022-08-26,0.035100001841783524,0.035100001841783524,0.035100001841783524,0.035100001841783524,10000,0.0,0.0
2022-08-29,0.035100001841783524,0.035100001841783524,0.035100001841783524,0.035100001841783524,0,0.0,0.0
2022-08-30,0.035100001841783524,0.035100001841783524,0.035100001841783524,0.035100001841783524,1620,0.0,0.0
2022-08-31,0.035100001841783524,0.035100001841783524,0.035100001841783524,0.035100001841783524,0,0.0,0.0
2022-09-01,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,203,0.0,0.0
2022-09-02,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0,0.0,0.0
2022-09-06,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0,0.0,0.0
2022-09-07,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0,0.0,0.0
2022-09-08,0.09880000352859497,0.1599999964237213,0.09880000352859497,0.15000000596046448,56889,0.0,0.0
2022-09-09,0.17890000343322754,0.17890000343322754,0.17890000343322754,0.17890000343322754,1155,0.0,0.0
2022-09-12,0.17890000343322754,0.17890000343322754,0.17890000343322754,0.17890000343322754,0,0.0,0.0
2022-09-13,0.1988999992609024,0.1988999992609024,0.1988999992609024,0.1988999992609024,944,0.0,0.0
2022-09-14,0.1988999992609024,0.1988999992609024,0.1988999992609024,0.1988999992609024,0,0.0,0.0
2022-09-15,0.1988999992609024,0.1988999992609024,0.1988999992609024,0.1988999992609024,0,0.0,0.0
2022-09-16,0.1988999992609024,0.1988999992609024,0.1988999992609024,0.1988999992609024,0,0.0,0.0
2022-09-19,0.07000000029802322,0.10000000149011612,0.07000000029802322,0.10000000149011612,2300,0.0,0.0
2022-09-20,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0,0.0,0.0
2022-09-21,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,4020,0.0,0.0
2022-09-22,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,2000,0.0,0.0
2022-09-23,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,1000,0.0,0.0
2022-09-26,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,6305,0.0,0.0
2022-09-27,0.11010000109672546,0.11010000109672546,0.10999999940395355,0.10999999940395355,10000,0.0,0.0
2022-09-28,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,0,0.0,0.0
2022-09-29,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,1036,0.0,0.0
2022-09-30,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0,0.0,0.0
2022-10-03,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0,0.0,0.0
2022-10-04,0.07000000029802322,0.07000000029802322,0.07000000029802322,0.07000000029802322,500,0.0,0.0
2022-10-05,0.07000000029802322,0.07000000029802322,0.05000000074505806,0.06270000338554382,111517,0.0,0.0
2022-10-06,0.05000000074505806,0.054999999701976776,0.05000000074505806,0.05000000074505806,25000,0.0,0.0
2022-10-07,0.05000000074505806,0.18000000715255737,0.04899999871850014,0.05000000074505806,587460,0.0,0.0
2022-10-10,0.054999999701976776,0.054999999701976776,0.054999999701976776,0.054999999701976776,6000,0.0,0.0
2022-10-11,0.041999999433755875,0.054999999701976776,0.041999999433755875,0.054999999701976776,11000,0.0,0.0
2022-10-12,0.041999999433755875,0.05000000074505806,0.041999999433755875,0.05000000074505806,20500,0.0,0.0
2022-10-13,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-10-14,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-10-17,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-10-18,0.05209999904036522,0.05209999904036522,0.05209999904036522,0.05209999904036522,500,0.0,0.0
2022-10-19,0.05209999904036522,0.05209999904036522,0.05209999904036522,0.05209999904036522,0,0.0,0.0
2022-10-20,0.05209999904036522,0.05209999904036522,0.05209999904036522,0.05209999904036522,0,0.0,0.0
2022-10-21,0.05209999904036522,0.05209999904036522,0.05209999904036522,0.05209999904036522,0,0.0,0.0
2022-10-24,0.05209999904036522,0.05209999904036522,0.05209999904036522,0.05209999904036522,0,0.0,0.0
2022-10-25,0.05209999904036522,0.05209999904036522,0.05209999904036522,0.05209999904036522,0,0.0,0.0
2022-10-26,0.05209999904036522,0.05209999904036522,0.05209999904036522,0.05209999904036522,0,0.0,0.0
2022-10-27,0.05999999865889549,0.05999999865889549,0.05999999865889549,0.05999999865889549,13000,0.0,0.0
2022-10-28,0.05999999865889549,0.05999999865889549,0.05999999865889549,0.05999999865889549,0,0.0,0.0
2022-10-31,0.054999999701976776,0.05999999865889549,0.05000000074505806,0.054999999701976776,152200,0.0,0.0
2022-11-01,0.054999999701976776,0.054999999701976776,0.054999999701976776,0.054999999701976776,0,0.0,0.0
2022-11-02,0.09989999979734421,0.09989999979734421,0.09989999979734421,0.09989999979734421,2500,0.0,0.0
2022-11-03,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,12500,0.0,0.0
2022-11-04,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-11-07,0.054999999701976776,0.054999999701976776,0.05000000074505806,0.05000000074505806,800,0.0,0.0
2022-11-08,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-11-09,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-11-10,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-11-11,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-11-14,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-11-15,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-11-16,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-11-17,0.05700000002980232,0.05700000002980232,0.03060000017285347,0.03060000017285347,1550,0.0,0.0
2022-11-18,0.03060000017285347,0.03060000017285347,0.03060000017285347,0.03060000017285347,0,0.0,0.0
2022-11-21,0.03060000017285347,0.03060000017285347,0.03060000017285347,0.03060000017285347,0,0.0,0.0
2022-11-22,0.03060000017285347,0.03060000017285347,0.03060000017285347,0.03060000017285347,0,0.0,0.0
2022-11-23,0.03060000017285347,0.03060000017285347,0.03060000017285347,0.03060000017285347,0,0.0,0.0
2022-11-25,0.03060000017285347,0.03060000017285347,0.03060000017285347,0.03060000017285347,0,0.0,0.0
2022-11-28,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,7500,0.0,0.0
2022-11-29,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-11-30,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-01,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-02,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,1044,0.0,0.0
2022-12-05,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-06,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-07,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-08,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-09,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-12,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-13,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,0,0.0,0.0
2022-12-14,0.04989999905228615,0.04989999905228615,0.042100001126527786,0.042100001126527786,30356,0.0,0.0
2022-12-15,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,1006,0.0,0.0
2022-12-16,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,100,0.0,0.0
2022-12-19,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-12-20,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0,0.0,0.0
2022-12-21,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,310,0.0,0.0
2022-12-22,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,100,0.0,0.0
2022-12-23,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,160,0.0,0.0
2022-12-27,0.05000000074505806,0.05000000074505806,0.042500000447034836,0.042500000447034836,5100,0.0,0.0
2022-12-28,0.05000000074505806,0.05000000074505806,0.04244999960064888,0.04244999960064888,4161,0.0,0.0
2022-12-29,0.04244999960064888,0.04244999960064888,0.04244999960064888,0.04244999960064888,0,0.0,0.0
2022-12-30,0.04244999960064888,0.04244999960064888,0.04244999960064888,0.04244999960064888,0,0.0,0.0
2023-01-03,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,175,0.0,0.0
2023-01-04,0.04989999905228615,0.04989999905228615,0.04989999905228615,0.04989999905228615,328,0.0,0.0
2023-01-05,0.04989999905228615,0.05000000074505806,0.04989999905228615,0.05000000074505806,33649,0.0,0.0
2023-01-06,0.03500000014901161,0.03500000014901161,0.03500000014901161,0.03500000014901161,8000,0.0,0.0
2023-01-09,0.035100001841783524,0.035100001841783524,0.03500000014901161,0.03500000014901161,1100,0.0,0.0
2023-01-10,0.03500000014901161,0.03500000014901161,0.03500000014901161,0.03500000014901161,0,0.0,0.0
2023-01-11,0.03500000014901161,0.03500000014901161,0.03500000014901161,0.03500000014901161,0,0.0,0.0
2023-01-12,0.03999999910593033,0.03999999910593033,0.03500000014901161,0.03500000014901161,13230,0.0,0.0
2023-01-13,0.03500000014901161,0.03500000014901161,0.03500000014901161,0.03500000014901161,0,0.0,0.0
2023-01-17,0.03500000014901161,0.03500000014901161,0.03500000014901161,0.03500000014901161,0,0.0,0.0
2023-01-18,0.03500000014901161,0.03500000014901161,0.03500000014901161,0.03500000014901161,1250,0.0,0.0
2023-01-19,0.03500000014901161,0.03500000014901161,0.029999999329447746,0.029999999329447746,50000,0.0,0.0
2023-01-20,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.0,0.0
2023-01-23,0.04035000130534172,0.048700001090765,0.04035000130534172,0.048700001090765,1010,0.0,0.0
2023-01-24,0.048700001090765,0.048700001090765,0.048700001090765,0.048700001090765,0,0.0,0.0
2023-01-25,0.048700001090765,0.048700001090765,0.048700001090765,0.048700001090765,0,0.0,0.0
2023-01-26,0.048700001090765,0.048700001090765,0.048700001090765,0.048700001090765,0,0.0,0.0
2023-01-27,0.048700001090765,0.048700001090765,0.048700001090765,0.048700001090765,0,0.0,0.0
2023-01-30,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,7850,0.0,0.0
